Target,Stoploss
1,1
Price,RSI.cs,RSI.cs,IsValid, TimeToValidate
0.266741,42.98256,42.98256,True,1,
0.271205,36.89323,36.89323,True,1,
0.274554,39.17549,39.17549,True,2,
0.272321,39.58316,39.58316,True,1,
0.283482,38.29841,38.29841,True,1,
0.296875,17.07388,17.07388,True,3,
0.299107,17.07388,17.07388,True,2,
0.296875,20.58898,20.58898,True,1,
0.308036,34.04311,34.04311,True,1,
0.316964,25.45533,25.45533,True,1,
0.323661,20.96882,20.96882,True,2,
0.321429,14.06271,14.06271,True,1,
0.330357,11.29076,11.29076,False,1,
0.321429,10.00049,10.00049,False,1,
0.313616,18.18169,18.18169,True,1,
0.324777,26.25017,26.25017,False,1,
0.316964,24.13824,24.13824,True,1,
0.322545,28.26086,28.26086,True,2,
0.324777,29.88494,29.88494,True,1,
0.328125,33.76618,33.76618,True,1,
0.334821,33.33331,33.33331,False,1,
0.328125,29.26855,29.26855,True,3,
0.328125,38.46161,38.46161,True,2,
0.328125,42.85695,42.85695,True,1,
0.340402,46.87517,46.87517,True,2,
0.34375,38.35626,38.35626,True,1,
0.358259,41.17638,41.17638,True,1,
0.368304,27.39771,27.39771,True,1,
0.379464,17.33328,17.33328,False,1,
0.372768,17.33349,17.33349,False,1,
0.357143,16.21541,16.21541,True,2,
0.353795,31.32501,31.32501,True,1,
0.363839,34.52341,34.52341,False,1,
0.356027,32.22193,32.22193,True,2,
0.358259,39.55986,39.55986,True,1,
0.377232,34.48238,34.48238,True,2,
0.373884,28.84577,28.84577,True,1,
0.392857,30.84067,30.84067,True,1,
0.401786,29.20318,29.20318,False,1,
0.392857,27.96558,27.96558,False,2,
0.390625,36.28305,36.28305,False,2,
0.388393,40.56602,40.56602,False,1,
0.383929,45.91809,45.91809,True,2,
0.383929,44.79144,44.79144,True,1,
0.388393,35.3654,35.3654,False,1,
0.383929,31.32501,31.32501,True,4,
0.386161,38.46091,38.46091,True,3,
0.386161,31.50652,31.50652,True,2,
0.386161,32.39397,32.39397,True,1,
0.404018,42.59212,42.59212,True,1,
0.420759,29.85047,29.85047,False,2,
0.419643,30.76891,30.76891,False,1,
0.412946,36.20674,36.20674,True,1,
0.417411,33.92854,33.92854,True,1,
0.444196,29.31007,29.31007,True,1,
0.457589,18.75008,18.75008,False,1,
0.448661,12.50026,12.50026,True,2,
0.453125,19.7915,19.7915,True,2,
0.457589,19.7915,19.7915,True,2,
0.462054,15.62507,15.62507,True,2,
0.465402,15.30606,15.30606,True,1,
0.477679,14.85146,14.85146,True,1,
0.486607,13.3928,13.3928,False,1,
0.479911,14.42307,14.42307,True,1,
0.495536,22.10495,22.10495,True,4,
0.495536,18.51828,18.51828,True,3,
0.497768,13.72476,13.72476,True,2,
0.493304,13.99936,13.99936,True,1,
0.515625,22.49897,22.49897,False,1,
0.507813,20.4537,20.4537,True,1,
0.515625,19.53943,19.53943,True,1,
0.534598,18.88814,18.88814,True,1,
0.547991,16.50414,16.50414,False,1,
0.535714,15.31471,15.31471,False,2,
0.535714,23.52912,23.52912,False,1,
0.510045,25.9257,25.9257,True,2,
0.514509,41.46305,41.46305,True,1,
0.535714,37.18991,37.18991,True,1,
0.544643,35.7142,35.7142,False,1,
0.526786,33.58186,33.58186,True,1,
0.533482,41.21603,41.21603,False,1,
0.517857,37.99997,37.99997,False,3,
0.520089,49.30558,49.30558,False,2,
0.520089,46.04337,46.04337,False,1,
0.511161,48.48494,48.48494,True,2,
0.515625,58.53651,58.53651,True,1,
0.521205,62.6089,62.6089,True,1,
0.563616,55.96346,55.96346,True,2,
0.5625,41.49639,41.49639,True,1,
0.600446,31.19983,31.19983,False,1,
0.580357,25.1611,25.1611,False,1,
0.566964,37.01276,37.01276,True,2,
0.561384,43.67092,43.67092,True,1,
0.591518,39.45567,39.45567,False,1,
0.582589,34.52355,34.52355,True,1,
0.591518,32.09864,32.09864,True,1,
0.604911,30.95214,30.95214,True,1,
0.620536,28.88863,28.88863,False,1,
0.604911,23.65587,23.65587,False,1,
0.578125,29.59176,29.59176,False,1,
0.564732,38.13949,38.13949,True,1,
0.575893,49.73546,49.73546,True,1,
0.625,46.96968,46.96968,False,1,
0.618304,44.71147,44.71147,False,1,
0.607143,41.32644,41.32644,True,2,
0.611607,40.7216,40.7216,True,1,
0.649554,38.34209,38.34209,False,1,
0.625,37.00003,37.00003,True,1,
0.638393,41.1215,41.1215,False,1,
0.61942,40.36703,40.36703,False,3,
0.625,47.08521,47.08521,False,1,
0.613839,49.06549,49.06549,False,1,
0.597098,48.09538,48.09538,True,1,
0.633929,45.77121,45.77121,True,1,
0.640625,36.03598,36.03598,False,1,
0.555804,36.6973,36.6973,True,1,
0.573661,62.39991,62.39991,False,1,
0.564732,57.69232,57.69232,False,1,
0.544643,57.36437,57.36437,False,1,
0.532366,61.02935,61.02935,True,1,
0.549107,71.08441,71.08441,False,2,
0.549107,64.04962,64.04962,False,1,
0.542411,67.39137,67.39137,False,1,
0.522321,65.75346,65.75346,False,3,
0.523438,69.82763,69.82763,False,2,
0.520089,68.16119,68.16119,False,1,
0.491071,66.35059,66.35059,False,1,
0.421875,81.37254,81.37254,True,1,
0.4375,87.69211,87.69211,True,2,
0.4375,76.76754,76.76754,True,1,
0.448661,83.51622,83.51622,True,4,
0.452009,78.2605,78.2605,False,1,
0.444196,74.55598,74.55598,True,1,
0.453125,73.93919,73.93919,True,2,
0.457589,77.21474,77.21474,True,1,
0.470982,75.30834,75.30834,True,1,
0.477679,69.04744,69.04744,False,1,
0.450893,62.82005,62.82005,False,1,
0.4375,68.1563,68.1563,False,1,
0.419643,69.68063,69.68063,False,1,
0.395089,67.97726,67.97726,True,1,
0.404018,58.69563,58.69563,True,1,
0.412946,61.36338,61.36338,False,1,
0.402902,57.85719,57.85719,True,1,
0.409598,64.74812,64.74812,True,2,
0.410714,63.3803,63.3803,True,1,
0.419643,61.02934,61.02934,True,1,
0.425223,61.02934,61.02934,False,1,
0.419643,60.58391,60.58391,True,1,
0.439732,67.69224,67.69224,False,2,
0.438616,61.97211,61.97211,False,1,
0.428571,54.62199,54.62199,False,1,
0.416295,53.44849,53.44849,False,1,
0.41183,51.3513,51.3513,False,2,
0.410714,41.93538,41.93538,False,1,
0.398438,46.51178,46.51178,False,1,
0.378348,57.30307,57.30307,False,2,
0.376116,61.2248,61.2248,False,1,
0.367188,65.95749,65.95749,True,1,
0.375,69.3068,69.3068,True,7,
0.376116,70.00047,70.00047,True,6,
0.372768,72.91701,72.91701,True,4,
0.375,72.34081,72.34081,True,4,
0.375,87.18008,87.18008,True,3,
0.372768,87.0136,87.0136,True,1,
0.378348,85.71484,85.71484,True,1,
0.383929,76.56351,76.56351,False,1,
0.379464,69.23067,69.23067,False,1,
0.370536,70.58848,70.58848,True,1,
0.379464,69.23109,69.23109,True,2,
0.377232,49.09093,49.09093,True,1,
0.385045,49.09096,49.09096,True,1,
0.407366,35.1851,35.1851,True,1,
0.417411,28.35803,28.35803,True,2,
0.418527,25.33302,25.33302,False,4,
0.421875,21.9177,21.9177,False,1,
0.417411,21.62154,21.62154,False,2,
0.417411,25.64072,25.64072,False,1,
0.40625,23.68401,23.68401,False,1,
0.390625,34.56783,34.56783,False,1,
0.379464,46.66688,46.66688,True,1,
0.40067,50,50,True,1,
0.410714,37.38319,37.38319,False,2,
0.410714,37.03707,37.03707,False,1,
0.401786,35.84917,35.84917,True,4,
0.401786,42.99064,42.99064,True,3,
0.404018,52.87339,52.87339,True,3,
0.40067,57.50013,57.50013,True,1,
0.40625,59.75612,59.75612,True,1,
0.415179,58.33342,58.33342,True,2,
0.412946,51.13628,51.13628,True,1,
0.438616,52.22257,52.22257,True,1,
0.446429,35.92245,35.92245,False,1,
0.433036,23.95843,23.95843,True,1,
0.441964,25.5102,25.5102,True,1,
0.449777,28.73594,28.73594,True,3,
0.450893,29.41173,29.41173,True,2,
0.453125,29.06976,29.06976,True,1,
0.462054,21.25062,21.25062,True,1,
0.477679,19.31868,19.31868,True,1,
0.489955,17.00047,17.00047,False,1,
0.475446,12.96368,12.96368,False,2,
0.475446,23.27641,23.27641,False,1,
0.450893,25.00066,25.00066,True,2,
0.455357,36.71853,36.71853,True,1,
0.479911,43.11926,43.11926,False,2,
0.484375,37.90321,37.90321,False,1,
0.473214,30.17233,30.17233,True,2,
0.473214,38.13556,38.13556,True,1,
0.482143,40.54067,40.54067,False,1,
0.475446,38.13556,38.13556,False,3,
0.473214,41.80346,41.80346,False,3,
0.473214,45.68993,45.68993,False,2,
0.46875,51.96111,51.96111,False,1,
0.459821,59.99982,59.99982,True,3,
0.455357,57.77774,57.77774,True,2,
0.459821,59.57431,59.57431,True,1,
0.475446,44.73724,44.73724,False,1,
0.447545,39.53513,39.53513,False,3,
0.450893,66.29215,66.29215,False,2,
0.452009,67.04541,67.04541,False,1,
0.434152,62.0252,62.0252,False,1,
0.421875,68.42094,68.42094,True,1,
0.4375,77.55134,77.55134,True,1,
0.447545,66.03777,66.03777,False,3,
0.444196,60.17683,60.17683,True,1,
0.452009,61.20699,61.20699,False,1,
0.441964,56.30247,56.30247,True,1,
0.448661,56.66659,56.66659,False,3,
0.450893,52.45884,52.45884,False,2,
0.446429,53.33307,53.33307,False,1,
0.4375,61.81771,61.81771,True,1,
0.441964,54.83876,54.83876,True,1,
0.453125,54.25544,54.25544,False,1,
0.444196,49.5146,49.5146,False,1,
0.426339,45.26362,45.26362,True,1,
0.430804,48.00018,48.00018,False,4,
0.429688,53.33299,53.33299,True,5,
0.430804,59.75567,59.75567,False,2,
0.428571,57.49931,57.49931,True,2,
0.426339,63.99985,63.99985,True,1,
0.433036,60.29382,60.29382,True,1,
0.445313,60.29382,60.29382,True,1,
0.46875,53.24645,53.24645,True,1,
0.477679,39.36215,39.36215,False,1,
0.467634,30.85128,30.85128,True,1,
0.491071,38.384,38.384,False,3,
0.488839,34.54591,34.54591,False,2,
0.486607,30.76943,30.76943,False,1,
0.47433,20.00043,20.00043,False,1,
0.465402,29.89748,29.89748,False,1,
0.457589,34.61559,34.61559,False,3,
0.459821,39.09131,39.09131,False,2,
0.462054,37.27274,37.27274,False,1,
0.444196,35.45438,35.45438,True,1,
0.459821,45.83365,45.83365,False,2,
0.455357,44.71584,44.71584,False,1,
0.444196,55.66038,55.66038,False,1,
0.435268,63.8891,63.8891,False,1,
0.428571,63.55132,63.55132,True,1,
0.444196,80.43435,80.43435,True,1,
0.475446,69.23057,69.23057,True,2,
0.479911,53.8462,53.8462,True,1,
0.486607,47.96728,47.96728,False,3,
0.483259,42.14904,42.14904,True,1,
0.488839,40.17094,40.17094,False,1,
0.446429,39.16673,39.16673,True,1,
0.465402,54.48718,54.48718,False,1,
0.457589,43.94881,43.94881,False,1,
0.450893,50.66662,50.66662,True,2,
0.455357,51.3157,51.3157,True,6,
0.457589,46.57523,46.57523,False,6,
0.457589,42.85723,42.85723,False,5,
0.459821,40.29835,40.29835,False,2,
0.455357,44.26222,44.26222,True,2,
0.453125,59.18372,59.18372,True,1,
0.462054,62.50047,62.50047,False,1,
0.450893,61.22443,61.22443,False,3,
0.450893,63.80967,63.80967,False,2,
0.446429,66.99998,66.99998,False,1,
0.435268,50,50,True,4,
0.438616,72.88149,72.88149,True,4,
0.438616,65.45461,65.45461,True,3,
0.4375,61.2248,61.2248,True,2,
0.440848,67.39125,67.39125,True,1,
0.449777,65.9575,65.9575,True,3,
0.450893,56.36322,56.36322,True,2,
0.450893,57.40689,57.40689,True,1,
0.462054,53.99969,53.99969,False,1,
0.453125,43.1032,43.1032,True,2,
0.448661,56.8968,56.8968,True,1,
0.459821,51.92295,51.92295,True,1,
0.466518,43.54878,43.54878,True,1,
0.489955,35.93779,35.93779,True,2,
0.491071,17.33352,17.33352,True,1,
0.506696,17.80837,17.80837,True,2,
0.503348,14.94266,14.94266,True,1,
0.53125,16.85393,16.85393,False,2,
0.526786,13.51345,13.51345,False,1,
0.517857,17.75679,17.75679,True,1,
0.527902,23.68429,23.68429,True,1,
0.540179,21.95123,21.95123,True,1,
0.555804,21.77422,21.77422,True,3,
0.555804,14.61516,14.61516,True,2,
0.553571,11.9047,11.9047,True,1,
0.575893,14.40721,14.40721,False,1,
0.566964,12.8792,12.8792,False,1,
0.560268,21.00893,21.00893,True,1,
0.578125,25.00018,25.00018,False,1,
0.571429,24.60339,24.60339,False,1,
0.545759,26.35666,26.35666,True,1,
0.566964,44.88193,44.88193,True,1,
0.575893,37.32429,37.32429,True,3,
0.577009,31.69027,31.69027,False,3,
0.575893,33.5823,33.5823,True,1,
0.582589,37.097,37.097,False,1,
0.564732,39.65553,39.65553,True,2,
0.569196,46.96991,46.96991,True,1,
0.578125,44.7761,44.7761,True,1,
0.587054,49.18037,49.18037,False,3,
0.587054,42.62263,42.62263,False,2,
0.590402,39.65503,39.65503,False,1,
0.572545,44.66008,44.66008,False,2,
0.571429,49.55756,49.55756,False,1,
0.563616,37.3624,37.3624,True,2,
0.561384,51.89859,51.89859,True,1,
0.582589,58.90415,58.90415,False,1,
0.573661,47.25293,47.25293,False,2,
0.572545,51.02034,51.02034,False,1,
0.560268,54.83842,54.83842,False,1,
0.553571,52.27261,52.27261,True,1,
0.577009,57.77774,57.77774,True,2,
0.580357,50.48539,50.48539,True,1,
0.590402,53.06149,53.06149,True,1,
0.611607,48.59823,48.59823,True,1,
0.623884,42.27656,42.27656,False,1,
0.611607,30.50865,30.50865,False,1,
0.602679,35.93778,35.93778,False,2,
0.600446,36.4339,36.4339,False,1,
0.592634,36.43436,36.43436,False,1,
0.580357,46.15371,46.15371,False,1,
0.566964,47.50019,47.50019,False,5,
0.571429,51.9086,51.9086,False,3,
0.569196,45.9677,45.9677,False,3,
0.569196,44.16678,44.16678,False,2,
0.564732,53.53553,53.53553,True,9,
0.560268,56.99988,56.99988,True,4,
0.563616,64.21039,64.21039,True,7,
0.565848,77.21471,77.21471,True,6,
0.561384,87.14252,87.14252,True,1,
0.569196,85.71382,85.71382,False,1,
0.5625,74.19397,74.19397,True,3,
0.564732,75.75752,75.75752,True,2,
0.5625,70.49205,70.49205,True,1,
0.580357,65.38467,65.38467,False,2,
0.575893,39.2854,39.2854,False,2,
0.571429,46.42871,46.42871,False,1,
0.544643,48.27509,48.27509,False,1,
0.518973,63.41474,63.41474,True,2,
0.520089,70.29746,70.29746,True,1,
0.526786,68.36789,68.36789,True,3,
0.524554,66.33662,66.33662,True,2,
0.526786,68.31673,68.31673,True,1,
0.542411,65.65661,65.65661,False,1,
0.511161,61.32048,61.32048,False,1,
0.498884,67.96864,67.96864,True,1,
0.511161,71.53273,71.53273,False,1,
0.495536,65.75325,65.75325,True,1,
0.504464,76.38861,76.38861,True,1,
0.524554,71.62168,71.62168,True,1,
0.540179,62.96285,62.96285,False,1,
0.526786,51.31569,51.31569,False,1,
0.506696,47.51758,47.51758,True,2,
0.502232,53.79747,53.79747,True,1,
0.514509,57.05137,57.05137,False,1,
0.508929,52.72735,52.72735,False,2,
0.504464,54.76184,54.76184,False,1,
0.497768,60.75956,60.75956,False,1,
0.484375,54.41178,54.41178,True,1,
0.508929,54.7445,54.7445,True,1,
0.53683,50.67563,50.67563,False,1,
0.529018,38.36501,38.36501,True,1,
0.540179,43.03788,43.03788,True,2,
0.540179,45.33334,45.33334,True,1,
0.551339,50,50,False,1,
0.542411,41.79123,41.79123,True,1,
0.553571,37.09632,37.09632,True,3,
0.555804,32.30752,32.30752,False,3,
0.555804,34.71043,34.71043,False,2,
0.560268,31.89636,31.89636,False,1,
0.547991,28.4477,28.4477,False,1,
0.541295,31.40482,31.40482,False,2,
0.539063,27.82555,27.82555,False,1,
0.530134,35.78907,35.78907,True,1,
0.535714,53.84598,53.84598,False,1,
0.527902,46.05281,46.05281,True,3,
0.53125,57.53461,57.53461,True,2,
0.529018,55.26359,55.26359,True,1,
0.537946,64.70599,64.70599,False,1,
0.53125,52.94176,52.94176,False,2,
0.533482,65.62506,65.62506,False,1,
0.513393,65.62599,65.62599,False,1,
0.504464,73.17165,73.17165,False,1,
0.483259,79.07067,79.07067,True,2,
0.486607,80.85181,80.85181,False,4,
0.489955,76.92401,76.92401,False,1,
0.484375,73.91406,73.91406,False,5,
0.482143,73.03455,73.03455,True,3,
0.479911,77.90764,77.90764,True,2,
0.481027,76.54398,76.54398,True,1,
0.487723,78.48172,78.48172,False,1,
0.469866,72.29004,72.29004,False,1,
0.439732,83.51711,83.51711,False,1,
0.424107,86.60777,86.60777,False,1,
0.404018,89.51665,89.51665,False,1,
0.399554,89.51665,89.51665,False,1,
0.395089,89.16714,89.16714,True,1,
0.404018,87.61967,87.61967,True,1,
0.410714,83.63646,83.63646,False,2,
0.407366,81.41617,81.41617,True,2,
0.404018,81.08134,81.08134,True,1,
0.417411,81.25025,81.25025,True,1,
0.428571,72.95094,72.95094,True,1,
0.4375,67.93933,67.93933,False,1,
0.412946,66.91728,66.91728,False,2,
0.412946,68.34544,68.34544,False,1,
0.395089,60.7144,60.7144,True,1,
0.408482,61.40358,61.40358,True,3,
0.409598,48.14828,48.14828,True,2,
0.408482,45.71459,45.71459,True,1,
0.419643,44.11758,44.11758,True,1,
0.424107,43.2692,43.2692,True,1,
0.428571,44.11758,44.11758,True,1,
0.435268,40.77683,40.77683,False,1,
0.401786,36.7925,36.7925,True,2,
0.399554,55.64516,55.64516,True,1,
0.408482,61.20649,61.20649,False,1,
0.395089,61.20699,61.20699,True,1,
0.399554,57.54714,57.54714,True,1,
0.409598,55.45418,55.45418,False,1,
0.404018,43.68927,43.68927,True,1,
0.415179,52.0832,52.0832,True,1,
0.421875,47.61876,47.61876,False,2,
0.421875,44.54535,44.54535,False,1,
0.417411,49.00006,49.00006,False,1,
0.408482,52.99984,52.99984,False,2,
0.40625,58.65376,58.65376,False,1,
0.399554,63.00021,63.00021,False,1,
0.392857,51.31572,51.31572,False,1,
0.387277,53.75037,53.75037,True,1,
0.393973,62.33752,62.33752,False,1,
0.388393,50.70419,50.70419,True,1,
0.393973,56.94482,56.94482,True,1,
0.399554,60.29438,60.29438,False,7,
0.399554,52.94102,52.94102,False,6,
0.399554,62.06919,62.06919,False,5,
0.399554,69.23064,69.23064,False,4,
0.397321,69.23064,69.23064,False,3,
0.399554,68.00052,68.00052,False,2,
0.398438,59.09014,59.09014,False,1,
0.386161,58.13884,58.13884,True,1,
0.396205,62.49977,62.49977,True,3,
0.395089,47.05901,47.05901,True,2,
0.397321,42.55378,42.55378,True,1,
0.401786,46.51193,46.51193,True,1,
0.410714,35.71479,35.71479,True,1,
0.415179,33.33402,33.33402,True,1,
0.433036,34.09155,34.09155,False,1,
0.426339,25.00079,25.00079,False,1,
0.421875,31.81927,31.81927,True,1,
0.426339,35.71495,35.71495,True,1,
0.4375,31.94456,31.94456,False,2,
0.439732,28.75032,28.75032,False,1,
0.425223,27.16091,27.16091,True,1,
0.441964,28.91595,28.91595,False,1,
0.430804,26.96641,26.96641,False,1,
0.419643,33.67313,33.67313,False,1,
0.410714,40.56581,40.56581,True,1,
0.415179,46.36387,46.36387,False,2,
0.415179,48.11292,48.11292,False,1,
0.408482,50,50,True,1,
0.424107,61.95657,61.95657,False,1,
0.412946,50.99993,50.99993,False,1,
0.40625,53.77373,53.77373,False,1,
0.399554,58.33313,58.33313,False,3,
0.40067,66.34589,66.34589,False,2,
0.402902,66.98997,66.98997,False,1,
0.395089,60.8693,60.8693,False,1,
0.390625,74.99973,74.99973,True,2,
0.388393,73.07679,73.07679,True,1,
0.399554,69.99974,69.99974,False,1,
0.390625,56.94392,56.94392,True,4,
0.388393,64.47385,64.47385,True,2,
0.387277,65.3847,65.3847,True,1,
0.392857,63.0135,63.0135,True,1,
0.405134,71.87519,71.87519,True,1,
0.410714,55.38432,55.38432,False,1,
0.40625,46.87517,46.87517,True,1,
0.4375,45.16158,45.16158,False,3,
0.4375,31.46078,31.46078,False,2,
0.438616,32.18398,32.18398,False,1,
0.433036,25.92559,25.92559,True,3,
0.435268,26.8289,26.8289,True,2,
0.435268,24.39001,24.39001,True,1,
0.459821,27.77765,27.77765,True,2,
0.459821,13.9529,13.9529,True,1,
0.466518,11.90427,11.90427,True,1,
0.475446,10.11185,10.11185,False,1,
0.46875,9.782143,9.782143,True,4,
0.466518,17.24066,17.24066,True,3,
0.464286,20.23722,20.23722,True,2,
0.46875,18.29189,18.29189,True,1,
0.491071,25.86127,25.86127,True,1,
0.497768,19.2301,19.2301,True,3,
0.493304,18.0715,18.0715,True,1,
0.502232,17.07241,17.07241,True,2,
0.506696,15.90843,15.90843,True,3,
0.507813,15.2168,15.2168,False,1,
0.502232,19.71731,19.71731,True,1,
0.512277,24.99966,24.99966,False,1,
0.493304,24.05038,24.05038,True,1,
0.515625,40.90861,40.90861,False,3,
0.520089,29.4117,29.4117,False,1,
0.513393,26.92317,26.92317,False,1,
0.506696,29.62955,29.62955,True,1,
0.513393,34.54563,34.54563,False,1,
0.504464,39.58316,39.58316,True,2,
0.504464,46.93902,46.93902,True,1,
0.513393,44.68127,44.68127,True,1,
0.520089,44.68084,44.68084,False,1,
0.511161,43.75006,43.75006,True,4,
0.513393,48.54377,48.54377,False,1,
0.507813,44.99987,44.99987,True,1,
0.515625,52.08323,52.08323,False,6,
0.518973,38.37217,38.37217,False,2,
0.514509,47.8262,47.8262,False,4,
0.511161,53.62297,53.62297,False,3,
0.513393,51.51504,51.51504,False,2,
0.511161,45.16077,45.16077,False,1,
0.503348,51.72405,51.72405,False,1,
0.491071,50.87716,50.87716,True,1,
0.507813,58.82385,58.82385,True,1,
0.520089,53.33319,53.33319,True,1,
0.532366,50,50,True,1,
0.541295,38.55431,38.55431,False,1,
0.533482,35.95489,35.95489,False,1,
0.526786,37.36299,37.36299,True,2,
0.53125,44.44431,44.44431,False,2,
0.532366,43.95595,43.95595,False,1,
0.524554,40.90924,40.90924,True,1,
0.533482,43.47822,43.47822,False,1,
0.520089,40.81643,40.81643,True,1,
0.529018,46.29657,46.29657,True,1,
0.551339,39.44941,39.44941,False,1,
0.544643,27.11851,27.11851,True,1,
0.555804,34.8623,34.8623,True,1,
0.572545,35.18478,35.18478,False,1,
0.549107,33.92825,33.92825,True,1,
0.566964,47.20015,47.20015,True,1,
0.580357,38.8059,38.8059,False,1,
0.537946,32.85717,32.85717,False,1,
0.53125,48.27597,48.27597,True,6,
0.533482,50.2793,50.2793,True,5,
0.535714,47.70129,47.70129,True,4,
0.535714,49.40481,49.40481,True,3,
0.53125,45.51281,45.51281,True,2,
0.535714,49.34214,49.34214,True,1,
0.542411,55.14709,55.14709,False,2,
0.537946,50.73523,50.73523,False,2,
0.534598,56.15412,56.15412,True,2,
0.53125,64.40694,64.40694,True,1,
0.546875,57.99995,57.99995,False,1,
0.537946,59.18353,59.18353,False,2,
0.535714,70.21286,70.21286,False,2,
0.53125,51.72404,51.72404,False,1,
0.511161,50,50,False,1,
0.504464,63.88865,63.88865,False,2,
0.507813,68.42091,68.42091,False,1,
0.497768,65.82208,65.82208,False,1,
0.492188,67.85667,67.85667,False,1,
0.481027,72.94025,72.94025,False,1,
0.473214,80.89841,80.89841,True,1,
0.481027,81.52122,81.52122,True,1,
0.491071,74.99929,74.99929,False,3,
0.491071,67.64699,67.64699,False,2,
0.492188,78.40882,78.40882,False,1,
0.484375,75.3075,75.3075,False,1,
0.478795,76.74323,76.74323,True,1,
0.488839,77.01053,77.01053,False,1,
0.473214,62.82049,62.82049,True,2,
0.475446,66.27873,66.27873,True,1,
0.484375,67.05914,67.05914,True,2,
0.487723,57.14286,57.14286,True,3,
0.491071,52.43939,52.43939,True,2,
0.491071,44.00044,44.00044,True,1,
0.504464,38.23542,38.23542,False,7,
0.506696,35.61673,35.61673,False,6,
0.506696,39.39399,39.39399,False,5,
0.507813,39.39399,39.39399,False,1,
0.502232,39.394,39.394,True,1,
0.508929,37.50016,37.50016,False,2,
0.504464,29.23108,29.23108,False,1,
0.492188,38.33382,38.33382,False,1,
0.486607,35.08753,35.08753,False,1,
0.479911,41.66679,41.66679,False,2,
0.475446,53.44796,53.44796,True,3,
0.470982,59.32181,59.32181,True,1,
0.479911,64.99918,64.99918,True,1,
0.488839,57.35216,57.35216,False,1,
0.475446,60.93711,60.93711,False,1,
0.455357,68.9183,68.9183,True,1,
0.466518,74.99927,74.99927,False,1,
0.459821,68.31667,68.31667,False,2,
0.462054,68.62729,68.62729,False,1,
0.447545,71.42815,71.42815,False,2,
0.446429,73.8312,73.8312,False,1,
0.435268,71.13362,71.13362,True,1,
0.450893,72.54852,72.54852,False,1,
0.444196,61.81802,61.81802,False,2,
0.446429,62.49978,62.49978,False,1,
0.433036,59.99949,59.99949,False,2,
0.435268,68.42062,68.42062,False,1,
0.421875,72.2214,72.2214,True,1,
0.429688,72.2214,72.2214,True,2,
0.433036,61.8549,61.8549,True,1,
0.446429,66.66599,66.66599,False,3,
0.44308,56.24939,56.24939,False,3,
0.446429,58.763,58.763,False,1,
0.439732,50.57464,50.57464,True,2,
0.4375,53.26102,53.26102,True,1,
0.448661,48.80966,48.80966,True,1,
0.458705,51.24987,51.24987,False,1,
0.453125,42.16889,42.16889,True,2,
0.457589,46.51193,46.51193,True,1,
0.46317,35.89801,35.89801,True,1,
0.476563,34.56818,34.56818,True,1,
0.486607,19.75357,19.75357,False,1,
0.479911,19.27783,19.27783,True,1,
0.488839,25.58162,25.58162,False,3,
0.491071,26.82971,26.82971,False,2,
0.486607,23.4566,23.4566,False,1,
0.475446,28.04866,28.04866,True,1,
0.495536,31.39507,31.39507,True,4,
0.495536,24.50939,24.50939,True,3,
0.497768,27.17356,27.17356,True,2,
0.495536,29.41126,29.41126,True,1,
0.511161,26.8289,26.8289,True,1,
0.524554,23.91262,23.91262,False,1,
0.513393,22.22192,22.22192,False,2,
0.514509,32.98972,32.98972,False,1,
0.503348,35.95489,35.95489,True,1,
0.515625,38.70998,38.70998,False,2,
0.513393,37.50002,37.50002,False,1,
0.50558,39.58319,39.58319,False,4,
0.508929,41.41439,41.41439,False,2,
0.508929,33.69563,33.69563,False,1,
0.503348,41.89198,41.89198,False,1,
0.489955,45.57003,45.57003,False,1,
0.453125,53.93273,53.93273,False,1,
0.441964,65.83314,65.83314,False,1,
0.395089,76.72379,76.72379,False,2,
0.397321,89.72559,89.72559,False,1,
0.390625,87.6808,87.6808,True,1,
0.398438,88.81078,88.81078,False,1,
0.375,83.57077,83.57077,False,2,
0.377232,91.99943,91.99943,False,1,
0.368304,90.66621,90.66621,False,2,
0.366071,90.72796,90.72796,False,1,
0.353795,92.66661,92.66661,True,1,
0.36942,93.16761,93.16761,False,1,
0.361607,85.29401,85.29401,True,1,
0.372768,84.8484,84.8484,False,1,
0.357143,75.35193,75.35193,False,2,
0.358259,76.02717,76.02717,False,1,
0.348214,65.71407,65.71407,True,1,
0.352679,69.64264,69.64264,False,1,
0.339286,65.45409,65.45409,True,1,
0.34375,73.04324,73.04324,False,1,
0.337054,64.28558,64.28558,False,1,
0.325893,67.64668,67.64668,True,3,
0.325893,68.2691,68.2691,True,2,
0.328125,67.64668,67.64668,True,1,
0.339286,62.3656,62.3656,False,1,
0.332589,65.16832,65.16832,False,2,
0.332589,64.77254,64.77254,False,1,
0.319196,73.07681,73.07681,False,1,
0.245536,72.36836,72.36836,False,1,
0.228795,85.81532,85.81532,True,1,
0.239955,86.39425,86.39425,False,1,
0.234375,83.00696,83.00696,True,3,
0.236607,82.19216,82.19216,True,2,
0.234375,83.33366,83.33366,True,1,
0.239955,82.85751,82.85751,False,1,
0.236607,78.51901,78.51901,True,1,
0.239955,78.98596,78.98596,True,1,
0.243304,78.41775,78.41775,True,1,
0.247768,82.57603,82.57603,True,1,
0.254464,79.23109,79.23109,True,1,
0.258929,75.73576,75.73576,True,1,
0.270089,71.09377,71.09377,False,1,
