Price,AxisX,AxisY,IsValid
6.12,59.64475,44.04762,False,
6.28,95.43179,47.19102,False,
6.2,75.63228,41.17646,False,
6.24,87.2689,44.44445,False,
6.35,100,39.62266,False,
6.34,100,37.16816,False,
6.2,61.39376,38.0531,False,
6.2,63.03717,50,False,
6.17,52.5976,46.22643,False,
6.13,36.2303,45.71428,False,
6.09,19.51974,42.42425,True,
6.16,38.82918,40.62499,False,
6.29,74.21739,46.42858,False,
6.4,90.27139,43.33334,False,
6.42,92.39235,35.41666,False,
6.43,93.66347,41.46342,False,
6.46,89.51399,34.66666,False,
6.41,77.32767,35.13511,False,
6.45,83.96043,45.58824,False,
6.7,99.67313,42.25354,False,
5.7,0,19.51218,True,
5.79,5.31309,63.73627,False,
5.77,11.58313,60.10638,False,
5.71,10.11526,59.67743,False,
5.69,11.72248,60.10638,True,
5.69,17.68606,62.84152,True,
5.79,30.47233,67.64706,False,
5.9,46.14225,68.04734,False,
5.9,47.13501,64.60674,False,
5.93,51.82051,64.97174,False,
6.02,63.71136,64.97176,False,
6.13,79.41921,60.77348,False,
6.01,68.86828,58.51063,False,
6,77.22463,69.71428,False,
6.1,100,30.26315,False,
6.05,98.84789,29.87013,False,
6.07,100,32.49998,False,
6.02,77.2093,26.31577,False,
6.07,82.38775,29.11393,False,
6.11,71.89072,27.38095,False,
6.23,84.69214,29.48717,False,
6.24,78.78219,29.11393,False,
6.18,65.72816,28.75002,False,
6.17,62.11312,34.93976,False,
5.45,15.90349,39.99998,True,
5.43,32.42419,75.00002,True,
5.53,41.90706,73.01589,True,
5.44,37.21995,67.4074,True,
5.7,58.02061,74.62686,True,
5.63,53.70057,61.29033,True,
5.59,51.53926,63.75,True,
5.71,61.59209,63.52201,False,
5.62,55.42775,60.84338,True,
5.62,56.58664,64.3275,True,
5.5,47.18253,69.1824,True,
5.54,52.22287,71.7647,True,
5.52,51.42506,69.04762,True,
5.49,48.98344,69.23077,True,
5.55,62.53027,48,True,
5.62,73.89379,44.23075,True,
5.63,71.68591,45.54457,True,
5.66,64.68711,39.78494,True,
5.64,74.5365,52.85714,True,
5.63,71.80116,49.23079,True,
5.66,82.75607,46.7742,True,
5.66,87.32258,54.717,True,
5.6,56.33927,45.45454,True,
5.66,85.8455,52,True,
5.69,93.63439,31.81818,True,
5.63,60.95583,32.55812,True,
5.7,93.01367,38.29785,True,
5.72,85.99251,29.41174,False,
5.81,100,31.91489,False,
5.82,100,30.61221,False,
5.91,86.79443,30.61221,False,
5.76,53.41186,27.2727,False,
5.67,34.26986,41.17643,True,
5.46,0,47.36842,True,
5.48,0,60.63829,True,
5.51,0,59.375,True,
5.42,0,54.83869,True,
5.51,0,62.49999,True,
5.48,0,58.82352,True,
5.54,1.155684,57.57576,True,
5.51,0,58.16325,True,
5.65,54.7565,60.60603,True,
5.78,100,57.6923,True,
5.68,65.96272,51.72414,True,
5.59,48.4851,59.82905,True,
5.67,74.44188,57.65765,True,
5.65,72.21415,50,True,
5.61,62.27317,39.56044,True,
5.6,58.87829,43.01075,True,
5.68,94.42439,45.05497,True,
5.69,99.80962,35.55556,True,
5.62,41.72969,39.0244,True,
5.73,94.03291,41.86047,True,
5.93,81.97306,39.56044,True,
6.02,80.24572,30.55558,True,
6.12,74.22057,32.03886,True,
6.04,63.69729,33.00002,True,
6.03,60.43207,31.63264,True,
6.09,64.4257,25.55556,True,
6.09,63.12332,26.13636,True,
6.17,69.35956,24.41861,True,
6.16,68.3148,18.88889,True,
6.25,72.87763,18.88889,True,
6.38,82.27312,18.68132,True,
6.3,71.89809,16.50486,True,
6.34,76.20932,17.30768,True,
6.26,67.6171,18.55669,True,
6.36,71.58485,30.58821,True,
6.34,66.39427,30.23254,True,
6.3,58.38506,35.89742,True,
6.2,44.37939,32.43241,True,
6.29,53.46025,39.75906,True,
6.2,41.30296,38.37211,True,
6.15,31.50926,44.21055,True,
6.52,75.92635,51.08696,False,
6.44,61.32763,35.9375,False,
6.45,58.13251,42.51968,False,
6.35,44.66104,46.95653,True,
6.33,40.59059,47.86326,True,
6.22,18.41122,50.43479,True,
6.3,33.19697,51.69493,True,
6.2,0,52.5862,True,
6.15,0,55.64517,True,
6.17,0,56,True,
6.32,34.3858,51.28204,True,
6.34,42.90237,48.78048,True,
6.42,91.17398,43.9655,True,
6.44,100,38.65546,False,
6.53,100,54.7619,False,
6.5,100,44.70588,False,
6.51,100,47.12643,False,
6.33,0,39.74358,True,
6.24,0,50,True,
6.2,0,48.91304,True,
6.31,0,55.68184,True,
6.16,0,43.82022,True,
6.24,0,49.49496,True,
6.24,0,46.66669,True,
6.28,0,54.44446,True,
6.21,0,53.26086,True,
6.1,0,61.53844,True,
6.1,0,66.99998,True,
6.3,39.34587,73.62634,True,
6.41,81.61953,59.25924,True,
6.3,57.02435,54.2373,True,
6.41,83.1553,51.35134,True,
6.38,77.35995,42.47787,True,
6.36,71.94503,41.96427,True,
6.44,100,47.57281,True,
6.34,60.49926,35.41664,True,
6.41,93.85032,44.89794,True,
6.43,100,41.90475,True,
6.37,66.07129,42.71846,True,
6.39,74.95198,42.15686,True,
6.45,100,34.40858,True,
6.53,96.81042,32.32321,True,
6.45,61.83699,36.78159,True,
6.36,37.36052,47.61905,True,
6.41,51.58446,46.34146,True,
6.45,65.2282,50,True,
6.49,75.75043,45.45456,True,
6.49,72.06094,41.77217,True,
6.72,100,46.47889,False,
6.55,70.04781,27.38097,True,
6.62,84.88473,42.55317,False,
6.68,92.70554,40.40403,False,
6.57,64.03671,34.34343,True,
6.67,87.04299,41.66665,False,
6.71,96.66209,40.17855,False,
6.94,100,41.66666,False,
6.84,82.40047,30.08126,False,
6.79,67.20131,30.64513,False,
6.94,80.05792,34.6774,False,
6.85,64.65984,31.85183,False,
6.85,57.43664,37.14285,False,
6.92,60.59449,37.14285,False,
6.96,62.93765,41.93547,False,
6.9,55.33953,31.53153,False,
6.93,57.5885,37.27272,False,
6.99,63.37924,38.31775,False,
7,62.08593,29.41178,False,
7.01,61.73272,32.25807,False,
6.88,43.87918,33.33334,False,
6.9,47.05954,53.74999,False,
6.98,62.60685,45.83334,False,
6.47,0,37.33334,True,
6.42,0,71.17117,True,
6.25,0,70.09344,True,
6.39,0,74.19354,True,
6.39,12.75109,70.22902,True,
6.43,26.04107,72.44095,True,
6.55,41.81806,68.80001,True,
6.66,55.54762,64.17908,True,
6.69,60.48535,61.8705,True,
6.66,60.39513,60.9929,True,
6.6,57.40569,62.23777,True,
6.54,54.60619,60.29412,True,
6.56,60.29784,62.85715,True,
6.58,65.24742,65.67165,True,
6.54,61.66802,43.5294,True,
6.5,55.23541,42.85715,True,
6.46,34.66308,32.39437,True,
6.51,41.72567,44.26228,True,
6.68,100,40.90907,True,
6.9,100,34.17722,True,
6.81,72.16984,30.33708,True,
7.03,93.10413,41.37931,True,
7.02,86.59683,33.96227,True,
7.21,94.59065,32.69231,True,
7.19,86.80106,23.93163,True,
7.08,73.98641,21.23895,True,
7.21,76.70995,28.68854,True,
7.27,78.05772,26.3158,True,
7.26,74.40665,22.96298,True,
7.32,75.2882,21.21213,True,
7.26,68.54557,17.91046,True,
7.28,68.61977,22.22223,True,
7.18,58.58428,25,True,
7.09,47.37912,37.03706,True,
6.96,30.64775,37.03703,True,
7.09,41.30572,53.53536,True,
7.21,52.63607,46.84684,True,
7.15,45.81813,50,True,
7.07,33.38789,51.85185,True,
7.13,40.9141,50.47618,True,
7.08,28.66172,54.08163,True,
7.08,25.87078,59.79382,True,
7.11,37.33338,59.37501,True,
7.29,100,61.29032,True,
7.51,100,48.57145,False,
7.61,100,40.8,False,
7.7,100,32.79999,False,
7.55,88.82787,25.60001,False,
7.5,72.06443,26.77164,False,
7.53,73.09145,32.77311,False,
7.44,56.8048,35.45454,False,
7.35,43.17344,37.16814,False,
7.37,44.69801,37.71931,False,
7.37,43.19075,39.09092,False,
7.37,41.35514,36.19048,False,
7.32,29.79977,36.19048,True,
7.24,10.05893,40.18691,True,
7.27,7.74386,52.57733,True,
7.22,0,65.38463,True,
7.19,0,76.71233,True,
7.2,3.241848,88.05965,True,
7.18,21.24287,83.01886,True,
7.22,36.24129,81.99998,True,
7.31,55.44775,80.39218,True,
7.36,66.16425,62.7451,False,
7.43,82.15314,48.93615,False,
7.38,71.3952,44.23078,False,
7.32,57.59111,49.12279,True,
7.49,100,53.96824,False,
7.43,91.35029,38.66668,False,
7.38,79.47028,36.98628,False,
7.36,77.8536,42.66664,False,
7.33,59.68246,40.27773,False,
7.26,0,40.27777,True,
7.31,34.20372,46.15381,True,
7.2,0,41.97528,True,
7.12,0,51.13636,True,
7.1,0,60.91956,True,
6.96,0,65.47624,True,
6.96,0,75.82421,True,
7.1,14.9909,74.41864,True,
7.1,22.87173,61.70216,True,
7.11,35.61095,75.3247,True,
7.01,20.62456,72.22222,True,
7.58,100,74.02599,True,
7.79,100,41.66667,True,
7.66,92.75992,34.66666,True,
7.76,87.70518,37.1795,True,
7.83,84.25109,36.02483,True,
7.94,69.34817,29.93629,True,
7.97,66.85777,24.37499,True,
7.88,57.67346,22.98136,True,
7.82,52.57598,20.5128,True,
8.21,70.9654,23.45677,True,
8.2,67.70309,20.32085,True,
8.26,69.94985,20.74468,True,
8.24,69.33946,20.20724,True,
8.25,70.52609,16.75677,True,
8.28,68.54924,24.03103,True,
8.42,72.92895,27.92795,True,
8.51,79.67077,16.07144,True,
8.78,93.98521,16.21624,True,
8.8,91.27393,13.74047,True,
8.75,80.5872,14.75411,True,
8.66,71.25879,18.54841,True,
8.7,67.98001,18.54844,True,
8.75,67.43416,13.93449,True,
9.1,78.50956,19.31825,True,
9.13,69.14844,13.1148,True,
9.18,68.78169,13.44543,True,
9.18,68.19078,11.47543,True,
9.06,61.76047,11.57027,True,
9.06,57.0892,20,True,
9.3,64.31628,22.4138,True,
9.4,68.92199,19.84734,True,
9.45,70.53347,22.80703,True,
9.34,63.69231,22.22224,True,
9.2,56.22584,26.01624,True,
9.15,51.36125,28.90624,True,
9.18,52.82583,32.55814,True,
9.17,48.93211,33.07086,True,
9.37,66.65086,46.23658,True,
9.3,57.5118,39.09092,True,
9.31,58.49786,44.64286,True,
9.47,76.49734,44.24778,True,
9.71,100,32.47864,True,
9.79,100,26.95036,True,
9.72,93.83364,30.40001,True,
10.19,100,36.88522,True,
10.48,100,27.43902,True,
10.55,94.39397,18.68133,True,
10.64,90.83212,11.42856,True,
10.95,87.5286,8.379868,False,
10.85,76.87244,7.246368,True,
11.18,80.82734,11.11106,False,
11.01,72.00121,10.4803,False,
10.92,65.32072,14.22592,True,
10.87,62.03757,17.40889,True,
10.66,52.9033,20.33897,True,
10.87,58.36647,29.61372,True,
10.69,51.15329,28.04877,True,
10.84,55.24697,31.12842,True,
10.4,36.3934,35.55555,True,
10.63,45.73839,51.66666,True,
11.14,70.89796,48.4375,False,
10.94,60.21457,41.61074,True,
10.94,62.93266,50.17422,True,
10.92,63.22747,48.37547,True,
11.02,83.69463,55.28455,True,
10.86,67.44824,49.79079,True,
10.94,93.44088,51.21952,True,
10.89,95.53399,48.59438,True,
10.84,82.72148,45.06437,True,
10.69,8.597711,50.69124,True,
10.7,4.173118,50,True,
10.74,42.05582,53.50001,True,
10.8,34.13465,39.37501,True,
10.81,32.66024,44.05595,True,
10.47,0,67.74188,True,
11.22,100,71.96255,True,
11.31,100,42.30768,True,
11.51,100,39.68254,True,
11.8,100,37.68846,True,
11.88,100,27.83018,True,
12.27,100,27.83018,False,
12.52,100,21.95124,False,
12.05,74.86575,18.42107,True,
12.45,82.28932,27.18121,False,
12.28,71.80643,24.03561,False,
12.27,71.10329,28.00001,False,
12.19,65.65285,28.69565,True,
11.9,52.3456,30.39774,True,
11.63,39.04282,29.39482,True,
11.63,34.88755,43.14382,True,
11.78,38.563,44.48276,True,
12.16,53.68103,45.26317,True,
12.43,66.47528,43.87756,True,
12.37,64.59673,41.21405,True,
12.32,65.2132,48.21429,True,
12.41,83.02386,53.84617,True,
12.31,76.87341,41.8919,True,
12.1,61.18383,53.64582,True,
12.1,68.25087,54.59182,True,
11.87,20.2855,54.35897,True,
12.06,72.56818,57.61904,True,
12.03,63.5427,45.99998,True,
12.13,63.95012,38.63639,True,
12.38,93.16522,36.55916,True,
12.63,100,34.69389,True,
12.55,85.8903,37.15848,True,
12.87,100,46.34147,True,
13.07,100,36.84211,True,
13.03,100,31.70733,True,
12.88,77.15039,34.50001,True,
13.03,80.00414,36.09758,True,
12.82,63.57007,26.63319,True,
12.68,53.00742,33.63638,True,
12.81,57.08804,30.80567,True,
13,66.23006,31.70731,True,
12.93,59.55658,28.05428,True,
13.11,65.33994,31.65135,True,
13.44,72.5133,32.70141,False,
13.38,67.25352,31.50684,True,
13.78,83.04752,30.87554,False,
13.97,87.68703,29.77775,False,
14.14,87.09531,29.91068,False,
14.4,91.34547,26.58224,False,
14.09,68.13596,19.3548,False,
14.22,69.54235,29.9242,False,
14.11,63.08133,22.6562,False,
14.38,71.034,21.73911,False,
14.17,62.08007,20.59924,False,
14.25,64.10286,28.25278,False,
14.42,69.47024,25.55555,False,
14.31,63.53483,25.65054,False,
14.45,62.63209,32.38864,False,
14.47,61.08416,29.01961,False,
14.74,68.65232,34.10137,False,
14.21,45.56876,32.88889,False,
13.68,15.74624,48.65901,False,
13.59,1.402617,62.49999,False,
12.71,0,59.3985,False,
12.52,0,72.14076,False,
12.93,10.06262,72.77937,False,
12.06,3.088722,69.97246,False,
12.53,28.3697,74.59208,False,
12.22,22.59512,68.37608,False,
12.58,35.92343,72.82159,False,
12.65,39.37782,67.06116,False,
12.47,35.73689,68.00002,False,
12.62,41.96731,69.37986,False,
12.58,45.29833,71.03176,False,
12.58,48.04155,67.9121,False,
12.28,40.59708,63.68161,False,
11.86,29.92161,65.48465,False,
11.62,24.13385,61.27322,False,
11.06,16.92389,61.78012,False,
11.2,25.19746,73.55166,False,
10.75,13.8397,63.27163,True,
10.29,18.12497,77.63978,True,
11.02,38.35335,78.63504,True,
11.91,61.17271,70.85562,True,
11.66,56.41141,58.11404,True,
11.6,55.89602,58.74731,True,
11.92,66.02405,61.23348,True,
12.31,83.53827,56.84648,False,
12.19,83.3422,52.59117,False,
12.26,93.88515,50.89463,False,
12.35,100,45.72649,False,
11.97,96.00233,41.9426,True,
12.12,100,39.54023,False,
12.62,100,39.44954,False,
12.96,100,28.79819,False,
13.04,100,18.88113,False,
12.63,69.40286,22.25275,False,
12.7,69.48969,38.60759,False,
12.48,58.50656,32.55034,False,
12.51,56.97978,35.98727,False,
12.54,51.50586,39.64913,False,
12.26,41.00426,45.38154,False,
12.03,31.80472,48.67923,True,
11.85,22.56496,54.09253,True,
11.53,1.244153,58.62069,True,
11.49,0,57.74649,True,
12.16,38.64827,61.53846,True,
11.95,14.68551,57.93103,True,
11.66,0,68.23105,True,
11.91,32.17023,73.15436,True,
12.17,60.27562,62.76596,True,
12.42,82.19419,58.80397,True,
12.54,93.86137,50.98683,True,
12.86,100,49.52077,True,
12.93,100,45.32164,True,
12.86,100,39.56387,True,
12.85,100,36.39344,True,
12.76,86.97465,32.63889,True,
12.89,80.27374,26.79245,True,
12.96,68.82268,24.45255,True,
12.81,57.00133,31.30841,True,
13,62.50048,29.3269,True,
12.96,57.23163,16.16161,True,
12.72,44.35939,20.33897,True,
12.87,50.83403,34.2857,True,
13.26,69.36194,36.36364,True,
13.53,83.29358,31.24998,True,
13.37,73.52719,32.08555,True,
13.69,87.34334,38.77551,True,
13.54,78.60986,31.22169,True,
13.29,61.52126,35.31915,True,
13.26,58.99917,39.44222,True,
13.11,44.86051,42.32364,True,
13.24,54.64739,46.98796,True,
13.3,57.38489,41.29556,True,
13.5,70.35495,43.58974,True,
13.45,58.93864,39.2,True,
13.34,46.207,34.19914,True,
13.37,46.53849,39.64757,True,
13.7,69.50581,47.12043,True,
13.42,46.53761,45.68528,True,
13.24,26.79954,48.80382,True,
13.18,17.32844,61.53846,True,
13.18,14.09477,59.67741,True,
13.41,58.12342,53.41613,True,
13.45,66.28435,45.85636,True,
13.28,18.16271,39.99999,True,
13.34,31.30968,48.85057,True,
13.46,83.6458,48.85057,True,
13.31,0,51.20482,True,
13.44,89.55935,53.97726,True,
13.26,0,47.19102,True,
13.17,0,52.84973,True,
13.21,18.28781,65.68048,True,
13.29,45.76251,57.24139,True,
13.21,18.11383,48.14814,True,
13.33,58.67078,48.90511,True,
13.18,0,44.96645,True,
13.16,0,58.15602,True,
13.18,20.02691,60.43167,True,
13.34,71.92661,54.03224,True,
13.51,100,50,True,
13.65,100,48.20143,True,
13.75,100,37.68117,True,
13.77,100,38.5185,True,
13.72,100,28.57143,True,
14.1,100,26.08696,True,
13.91,100,20.13423,True,
14.16,87.6721,30.62502,True,
13.87,60.51371,23.16386,True,
13.84,56.79208,36.08248,True,
14.15,73.3571,31.86815,True,
14.34,71.56359,26.5403,True,
14.32,66.03969,24.56141,True,
14.44,68.90735,27.10283,True,
14.56,72.04378,27.75122,True,
14.85,78.00222,28.01933,True,
15.01,81.98846,25.66373,True,
14.97,78.65481,24.16669,True,
14.92,74.92656,23.84939,True,
14.75,66.3924,30.09711,True,
14.64,60.52911,29.41177,True,
14.73,61.99548,37.36841,True,
15.15,80.27255,24.70589,True,
15.28,81.31622,18.6603,True,
15.25,78.26892,20.41886,True,
15.37,75.23962,24.00001,True,
15.55,76.59007,21.62161,True,
15.57,74.52078,20.94239,True,
15.85,83.87583,22.09944,True,
15.98,82.97916,22.22221,True,
15.91,76.34198,22.59887,True,
15.76,66.64542,23.88888,True,
15.88,63.80421,27.89471,True,
15.97,64.30689,19.45941,True,
16.2,66.49737,13.66116,True,
16.11,61.94842,12.69032,True,
15.73,47.46703,20.73167,True,
15.73,45.77625,38.09525,True,
16.23,65.08599,37.09679,True,
16.28,65.76353,30.80359,True,
16.31,65.81848,32.70142,True,
16.4,67.47472,32.54718,True,
16.66,78.88905,35.75131,True,
16.74,80.41734,33.49515,True,
16.94,86.08898,29.95171,True,
16.97,80.80221,22.16984,True,
17.04,77.13467,23.15275,True,
17,70.58942,23.38311,True,
16.97,65.31614,28.02204,True,
17.09,69.51414,25.56828,True,
17.03,63.26777,4.666763,True,
17.48,77.55148,8.333389,False,
17.52,78.35085,8.609329,False,
17.79,87.275,8.666725,False,
17.59,76.41671,7.471313,False,
17.45,65.97811,17.8379,False,
17.53,68.77264,27.16765,False,
17.9,84.14751,27.16765,False,
17.79,71.87262,24.73689,False,
17.98,76.29929,29.2929,False,
17.82,66.78363,27.61906,False,
17.25,39.16134,31.53152,True,
16.93,20.07297,44.92751,True,
17.2,33.86202,52.7027,True,
17.14,26.52868,47.31861,True,
17.16,25.38667,56.11512,True,
17.2,25.96169,56.52175,True,
17.72,100,61.66009,False,
17.48,69.58689,47.71931,False,
17.74,100,49.49154,False,
17.79,100,46.64538,False,
17.47,78.81216,51.95727,False,
17.45,88.85408,55.29803,False,
17.77,100,59.29822,False,
17.91,100,50.83055,False,
17.64,100,37.20932,False,
17.47,37.42884,35.96841,False,
17.41,23.81064,44.44448,False,
17.79,82.66108,44.44444,False,
17.81,72.89232,38.70966,False,
18.02,84.99956,38.98919,False,
18.21,98.97521,43.90242,False,
18.07,79.86621,34.85478,False,
18.39,100,42.79476,False,
18.72,100,38.28127,False,
18.48,83.61489,25.68089,False,
18.54,79.21705,31.54122,False,
18.35,65.45853,34.78259,False,
18.55,73.30595,41.47285,False,
19.13,88.11269,31.8725,False,
18.48,53.282,21.57533,False,
18.11,35.84679,34.75784,False,
18.04,30.81929,45.42857,False,
17.82,15.65462,46.76054,False,
17.92,18.51088,52.809,False,
17.85,8.077507,54.17866,False,
17.88,3.343348,53.23528,False,
16.38,0,58.19937,True,
16.71,0,77.33646,True,
16.58,0,70.25172,True,
16.52,0.1294435,72.0721,True,
15.96,0,71.22972,True,
16.24,14.85531,77.7302,True,
16.34,25.65203,83.06638,True,
16.92,50.52674,78.01048,True,
16.85,51.59657,64.76428,True,
17.07,57.74528,64.76428,True,
16.67,50.17235,59.30521,True,
16.6,49.9219,64.43419,True,
16.75,54.74703,64.43419,True,
16.76,57.03456,62.69663,True,
16.99,65.25664,43.58105,True,
17.04,69.89331,45.10488,True,
17.6,100,41.7266,True,
17.53,100,33.53658,True,
17.57,100,21.86376,True,
17.48,100,23.92154,True,
17.26,69.24981,27.55904,True,
16.94,43.74466,42.20182,True,
17.18,60.12029,48.14814,True,
17.18,59.68843,47.75509,True,
17.28,60.88194,37.56096,True,
17.58,68.22067,33.65382,True,
18,80.5248,31.39011,True,
17.9,71.59695,26.51513,True,
17.86,67.14412,31.8725,True,
18.04,73.25081,33.59998,True,
17.82,63.13381,39.62262,True,
18.02,73.36343,43.61235,True,
18.08,76.01353,40.74073,True,
18.42,92.56091,37.49999,True,
18.2,71.23756,26.98414,True,
18.34,72.85279,23.96693,True,
18.47,75.48721,25,True,
18.74,83.32467,23.67348,True,
18.9,83.50717,22.13741,True,
18.75,69.28434,23.3871,True,
19.47,86.98326,33.03167,True,
20.3,84.14758,22.26147,True,
20.29,79.07584,16.29835,True,
19.96,69.56203,17.39127,True,
20,67.23859,19.94381,True,
20.33,72.97165,20.88234,True,
20.04,64.58328,19.34603,True,
20.01,63.57846,27.62428,True,
20.17,62.20987,23.61516,True,
19.73,49.72319,23.47825,True,
19.83,50.40309,33.24467,True,
19.56,41.69791,34.81894,True,
19.89,49.39588,41.08109,True,
19.97,48.75618,35.30929,True,
20,47.46518,42.28395,True,
20.25,62.05802,56.14752,True,
20.1,57.92696,50.74628,True,
20.41,79.86352,47.19998,True,
20.38,76.95505,42.59928,True,
20.81,100,48.98787,True,
21.24,100,35.24908,True,
20.83,80.64366,29.56812,True,
21.02,88.59528,39.87731,True,
21.19,88.57204,28.57143,True,
21.23,80.61474,27.92208,True,
21.47,77.24245,20.70176,True,
21.74,83.23676,21.37682,True,
22,88.65073,20,False,
21.93,79.55876,18.55347,True,
21.31,56.10032,21.99999,True,
20.9,41.41261,32.56486,True,
21.24,53.18247,43.13726,True,
21.65,65.40063,38.91752,True,
21.24,47.75022,39.11917,True,
21.67,65.09118,50,True,
22.11,77.05944,39.11917,True,
22.25,79.12717,36.73966,True,
22.14,74.03428,37.00981,True,
22.15,70.49406,39.03615,True,
22.19,70.88341,41.32653,True,
22.4,78.77235,43.90243,True,
22.39,79.72775,44.5055,True,
22.11,65.68018,43.57544,True,
22.12,63.37653,37.6543,True,
22.2,61.91208,28.5211,True,
22.46,71.02182,31.39533,True,
22.6,76.81135,33.33334,True,
23.38,98.06043,18.5185,False,
23.65,98.66346,15.93625,False,
23.76,91.37419,17.09401,False,
23.79,89.44131,17.316,False,
24,93.36983,13.00444,False,
23.71,76.45699,11.93412,False,
24.31,82.72171,21.6418,False,
25.02,89.19309,18.89251,False,
24.82,78.49634,15.11935,False,
24.75,73.3872,13.27917,False,
24.39,62.28041,14.93336,False,
24.08,51.76537,22.82882,False,
24.59,59.30829,30.14706,False,
24.09,47.6313,27.64046,False,
24.16,47.31213,41.48681,False,
23.54,31.23195,43.57683,False,
23.26,20.93666,52.45535,False,
22.67,0,55.60254,False,
22.72,0,63.01369,False,
24.1,68.80663,60.16426,False,
24.07,70.95251,51.8584,False,
23.8,52.61481,59.55735,False,
23.97,69.98685,60.11905,False,
23.32,25.78764,57.58755,False,
23.58,46.30597,59.85267,False,
23.4,38.20458,54.64684,False,
24.08,82.69968,61.78218,False,
23.11,25.10027,50.0956,False,
22.5,0.507289,58.56443,False,
22.62,6.086152,58.49674,False,
22.36,0,55.36912,True,
21.84,0,52.7531,True,
21.28,0,57.2131,True,
21.99,9.833817,76.70453,True,
22.39,36.65071,67.44966,True,
22.28,38.37538,61.57635,True,
23.1,67.37394,64.01326,True,
23.05,67.48332,51.77419,True,
23.84,98.53193,54.42405,True,
23.85,100,46.66666,True,
23.28,84.47884,51.93929,True,
24.2,100,48.46292,False,
24.05,100,35.44521,True,
24.66,100,37.81944,False,
24.73,100,31.51126,False,
23.93,100,24.95668,True,
23.98,69.98473,27.95341,True,
23.18,39.08126,31.40187,True,
22.95,31.33097,43.13042,True,
23.36,40.7129,44.29302,True,
23.51,44.00401,47.61905,True,
24.04,57.20732,45.8633,True,
23.8,50.65203,48.1132,True,
23.49,40.83113,50.45209,True,
24.8,82.34363,48.0076,True,
24.69,79.9791,44.69966,True,
25.08,98.2217,44.30604,True,
25.58,100,46.11111,True,
25.84,100,42.71011,True,
25.84,100,31.94706,True,
25.94,100,32.2519,True,
25.91,93.03012,19.60352,True,
26.23,77.89853,15.89863,True,
27.15,81.99374,16.23531,True,
27.06,70.5533,13.74503,True,
26.73,61.99196,17.03059,True,
26.89,62.46749,18.62954,True,
26.97,62.06778,12.38937,True,
26.84,58.88936,17.02127,True,
27.33,63.63087,17.52266,True,
27.43,63.89093,17.0088,True,
27.62,65.32891,19.2691,True,
27.87,68.83335,19.72788,True,
27.98,70.28925,18.18181,True,
27.44,59.88587,18.12501,True,
27.93,68.18091,29.38003,True,
28.16,68.60677,28.09276,True,
27.14,43.32756,34.16927,True,
27.09,40.94637,49.02913,True,
27.95,64.32552,45.31249,True,
28,63.40145,38.32597,True,
29.04,74.27338,38.58091,False,
29.67,85.74507,29.70478,False,
30.05,89.89819,28.95683,False,
29.9,83.41754,27.56849,False,
30.22,86.68525,30.34482,False,
29.78,73.71744,29.98296,False,
30.77,89.51693,35.48385,False,
30.92,86.38679,24.96239,False,
31.81,89.19937,26.30743,False,
31.32,77.49158,23.81634,False,
30.78,64.07133,17.54655,False,
29.94,48.28471,23.3766,False,
28.56,22.7611,35.60057,False,
28.97,27.83824,46.60194,False,
28.79,20.28813,50.45993,False,
27.75,0,56.14525,False,
27.97,0,64.70589,False,
26.06,0,62.23068,True,
26.6,0,71.94093,True,
26.84,0,66.59708,True,
27.15,13.44177,72.25368,False,
27.07,20.88536,70.96775,False,
27.2,35.76028,78.97311,False,
28.71,62.73692,76.3427,False,
28.67,64.33678,61.77475,False,
29.38,77.32046,57.94744,False,
28.85,69.84859,44.39891,False,
28.72,69.92928,50.80645,False,
29.24,84.89704,50.47363,False,
29.52,100,39.15575,False,
29.5,100,38.81673,False,
29.77,100,15.87301,False,
29.08,75.1946,16.77148,False,
29.28,67.6834,28.54406,False,
28.37,37.66206,29.1585,False,
27.68,16.05033,39.05723,False,
26.73,0,46.3077,False,
27.23,0,66.66666,False,
27.04,0,61.25,False,
27.01,0,69.89793,False,
28,34.84095,67.10036,False,
28.4,62.43404,55.76922,False,
28.76,88.8709,56.86274,False,
28.8,92.36483,56.12903,False,
29.13,100,55.62701,False,
28.8,92.28162,55.09555,False,
28.64,83.92796,52.36487,False,
28.08,56.52948,55.44219,False,
26.7,0.4879982,52.62207,False,
25.75,0,57.87782,False,
26.01,6.491562,57.87782,False,
26.08,13.49173,60.20067,False,
26.18,20.98946,58.19113,False,
25.47,12.40372,56.99831,False,
26.59,43.54805,72.38939,False,
25.03,13.12072,64.20721,False,
23.86,2.793044,74.63672,True,
23.5,10.39362,78.39079,True,
23.68,20.3045,82.24512,True,
23.28,22.2444,79.83682,True,
23.91,34.52097,80.38548,True,
24.55,45.28821,73.45332,False,
24.25,43.02505,63.19019,False,
24.89,53.697,60,False,
25.32,61.49458,57.10661,False,
24.42,48.58793,54.61165,False,
25.02,61.11364,59.73452,False,
26,83.58425,52.51959,False,
25.62,80.79716,53.35609,False,
23.89,40.56462,46.12352,True,
24.1,44.31703,49.81641,True,
23.87,29.53254,46.25935,True,
23.46,0,48.8228,True,
23.83,0,48.88615,True,
24.58,60.39777,50.51151,False,
24.11,2.49433,49.81084,True,
23,0,50.8642,True,
22.93,0,61.02683,True,
23.11,0,64.55541,True,
23.49,29.19889,58.74499,True,
23.48,35.29408,60.5227,True,
